transaction_id,transaction_qty,store_id,store_location,product_id,unit_price,product_category,product_type,product_detail,periodo,temporada
17778,1,3,Astoria,78,4.5,Bakery,Scone,Scottish Cream Scone ,Tarde,Invierno
17779,2,8,Hell's Kitchen,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,Tarde,Invierno
17780,2,5,Lower Manhattan,38,3.75,Coffee,Barista Espresso,Latte,Tarde,Invierno
17781,1,3,Astoria,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,Tarde,Invierno
17782,1,5,Lower Manhattan,30,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,Tarde,Invierno
17783,1,5,Lower Manhattan,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,Tarde,Invierno
17784,2,3,Astoria,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,Tarde,Invierno
17785,1,5,Lower Manhattan,37,3.0,Coffee,Barista Espresso,Espresso shot,Tarde,Invierno
17786,1,5,Lower Manhattan,70,3.25,Bakery,Scone,Cranberry Scone,Tarde,Invierno
17787,1,8,Hell's Kitchen,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,Tarde,Invierno
17788,1,8,Hell's Kitchen,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,Tarde,Invierno
17789,2,5,Lower Manhattan,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,Tarde,Invierno
17790,2,8,Hell's Kitchen,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,Tarde,Invierno
17791,1,3,Astoria,47,3.0,Tea,Brewed Green tea,Serenity Green Tea Lg,Tarde,Invierno
17792,1,3,Astoria,69,3.25,Bakery,Biscotti,Hazelnut Biscotti,Tarde,Invierno
17793,1,3,Astoria,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,Tarde,Invierno
17794,1,3,Astoria,77,3.0,Bakery,Scone,Oatmeal Scone,Tarde,Invierno
17795,1,5,Lower Manhattan,26,3.0,Coffee,Organic brewed coffee,Brazilian Rg,Tarde,Invierno
17796,2,3,Astoria,47,3.0,Tea,Brewed Green tea,Serenity Green Tea Lg,Tarde,Invierno
17797,2,3,Astoria,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,Tarde,Invierno
17798,1,3,Astoria,74,3.5,Bakery,Biscotti,Ginger Biscotti,Tarde,Invierno
17799,1,8,Hell's Kitchen,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,Tarde,Invierno
17800,2,8,Hell's Kitchen,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,Tarde,Invierno
17801,1,5,Lower Manhattan,45,3.0,Tea,Brewed herbal tea,Peppermint Lg,Tarde,Invierno
17802,2,3,Astoria,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,Tarde,Invierno
17803,1,3,Astoria,53,3.0,Tea,Brewed Chai tea,Traditional Blend Chai Lg,Tarde,Invierno
17804,2,8,Hell's Kitchen,47,3.0,Tea,Brewed Green tea,Serenity Green Tea Lg,Tarde,Invierno
17805,1,8,Hell's Kitchen,30,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,Tarde,Invierno
17806,2,8,Hell's Kitchen,39,4.25,Coffee,Barista Espresso,Latte Rg,Tarde,Invierno
17807,1,5,Lower Manhattan,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,Tarde,Invierno
17808,1,5,Lower Manhattan,39,4.25,Coffee,Barista Espresso,Latte Rg,Tarde,Invierno
17809,1,3,Astoria,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,Tarde,Invierno
17810,2,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,Noche,Invierno
17811,2,8,Hell's Kitchen,45,3.0,Tea,Brewed herbal tea,Peppermint Lg,Noche,Invierno
17812,1,3,Astoria,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,Noche,Invierno
17813,1,8,Hell's Kitchen,24,3.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg,Noche,Invierno
17814,2,8,Hell's Kitchen,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,Noche,Invierno
17815,2,3,Astoria,26,3.0,Coffee,Organic brewed coffee,Brazilian Rg,Noche,Invierno
17816,1,5,Lower Manhattan,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,Noche,Invierno
17817,1,3,Astoria,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,Noche,Invierno
17818,1,8,Hell's Kitchen,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,Noche,Invierno
17819,1,3,Astoria,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,Noche,Invierno
17820,2,3,Astoria,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,Noche,Invierno
17821,2,8,Hell's Kitchen,26,3.0,Coffee,Organic brewed coffee,Brazilian Rg,Noche,Invierno
17822,2,3,Astoria,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,Noche,Invierno
17823,2,5,Lower Manhattan,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,Noche,Invierno
17824,1,5,Lower Manhattan,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,Noche,Invierno
17825,2,3,Astoria,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,Noche,Invierno
17826,1,3,Astoria,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,Noche,Invierno
17827,2,8,Hell's Kitchen,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,Noche,Invierno
17828,1,8,Hell's Kitchen,45,3.0,Tea,Brewed herbal tea,Peppermint Lg,Noche,Invierno
17829,2,3,Astoria,32,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg,Noche,Invierno
17830,1,8,Hell's Kitchen,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,Noche,Invierno
17831,2,8,Hell's Kitchen,87,3.0,Coffee,Barista Espresso,Ouro Brasileiro shot,Noche,Invierno
17832,2,5,Lower Manhattan,32,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg,Noche,Invierno
17833,1,8,Hell's Kitchen,43,3.0,Tea,Brewed herbal tea,Lemon Grass Lg,Noche,Invierno
17834,2,5,Lower Manhattan,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,Noche,Invierno
17835,2,5,Lower Manhattan,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,Noche,Invierno
17836,2,8,Hell's Kitchen,49,3.0,Tea,Brewed Black tea,English Breakfast Lg,Noche,Invierno
17837,1,3,Astoria,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,Noche,Invierno
17838,1,3,Astoria,24,3.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg,Noche,Invierno
17839,2,8,Hell's Kitchen,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,Noche,Invierno
17840,2,8,Hell's Kitchen,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,Noche,Invierno
17841,1,8,Hell's Kitchen,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,Noche,Invierno
17842,2,8,Hell's Kitchen,38,3.75,Coffee,Barista Espresso,Latte,Noche,Invierno
17843,2,8,Hell's Kitchen,55,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,Noche,Invierno
17844,2,8,Hell's Kitchen,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,Noche,Invierno
17845,2,3,Astoria,51,3.0,Tea,Brewed Black tea,Earl Grey Lg,Noche,Invierno
17846,2,8,Hell's Kitchen,43,3.0,Tea,Brewed herbal tea,Lemon Grass Lg,Noche,Invierno
17847,2,3,Astoria,24,3.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg,Noche,Invierno
17848,1,3,Astoria,28,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,Noche,Invierno
17849,2,8,Hell's Kitchen,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,Noche,Invierno
17850,2,3,Astoria,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,Noche,Invierno
17851,1,3,Astoria,69,3.25,Bakery,Biscotti,Hazelnut Biscotti,Noche,Invierno
17852,2,3,Astoria,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,Noche,Invierno
17853,2,8,Hell's Kitchen,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,Noche,Invierno
17854,1,8,Hell's Kitchen,38,3.75,Coffee,Barista Espresso,Latte,Noche,Invierno
17855,2,8,Hell's Kitchen,24,3.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg,Noche,Invierno
17856,2,8,Hell's Kitchen,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,Noche,Invierno
17857,2,8,Hell's Kitchen,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,Noche,Invierno
17858,1,3,Astoria,22,2.0,Coffee,Drip coffee,Our Old Time Diner Blend Sm,Noche,Invierno
17859,2,3,Astoria,40,3.75,Coffee,Barista Espresso,Cappuccino,Noche,Invierno
17860,2,3,Astoria,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,Noche,Invierno
17861,2,8,Hell's Kitchen,37,3.0,Coffee,Barista Espresso,Espresso shot,Noche,Invierno
17862,1,3,Astoria,51,3.0,Tea,Brewed Black tea,Earl Grey Lg,Noche,Invierno
17863,1,3,Astoria,74,3.5,Bakery,Biscotti,Ginger Biscotti,Noche,Invierno
17864,2,8,Hell's Kitchen,51,3.0,Tea,Brewed Black tea,Earl Grey Lg,Noche,Invierno
17865,1,8,Hell's Kitchen,40,3.75,Coffee,Barista Espresso,Cappuccino,Noche,Invierno
17866,2,3,Astoria,37,3.0,Coffee,Barista Espresso,Espresso shot,Noche,Invierno
17867,1,3,Astoria,69,3.25,Bakery,Biscotti,Hazelnut Biscotti,Noche,Invierno
17868,2,3,Astoria,39,4.25,Coffee,Barista Espresso,Latte Rg,Noche,Invierno
17869,1,3,Astoria,53,3.0,Tea,Brewed Chai tea,Traditional Blend Chai Lg,Noche,Invierno
17870,1,3,Astoria,55,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,Noche,Invierno
17871,1,8,Hell's Kitchen,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,Noche,Invierno
17872,2,3,Astoria,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,Noche,Invierno
17873,1,3,Astoria,38,3.75,Coffee,Barista Espresso,Latte,Noche,Invierno
17874,2,3,Astoria,51,3.0,Tea,Brewed Black tea,Earl Grey Lg,Noche,Invierno
17875,1,3,Astoria,47,3.0,Tea,Brewed Green tea,Serenity Green Tea Lg,Noche,Invierno
17876,1,8,Hell's Kitchen,43,3.0,Tea,Brewed herbal tea,Lemon Grass Lg,Noche,Invierno
17877,1,3,Astoria,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,Noche,Invierno
17878,1,3,Astoria,70,3.25,Bakery,Scone,Cranberry Scone,Noche,Invierno
17879,1,3,Astoria,26,3.0,Coffee,Organic brewed coffee,Brazilian Rg,Noche,Invierno
17880,1,8,Hell's Kitchen,45,3.0,Tea,Brewed herbal tea,Peppermint Lg,Noche,Invierno
17881,1,8,Hell's Kitchen,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,Noche,Invierno
17882,2,3,Astoria,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,Noche,Invierno
17883,1,8,Hell's Kitchen,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,Noche,Invierno
17884,1,3,Astoria,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,Noche,Invierno
17885,2,3,Astoria,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,Noche,Invierno
17886,1,8,Hell's Kitchen,87,3.0,Coffee,Barista Espresso,Ouro Brasileiro shot,Noche,Invierno
17887,1,8,Hell's Kitchen,74,3.5,Bakery,Biscotti,Ginger Biscotti,Noche,Invierno
17888,1,3,Astoria,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,Noche,Invierno
17889,1,3,Astoria,55,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,Noche,Invierno
17890,1,5,Lower Manhattan,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,Mañana,Invierno
17891,2,5,Lower Manhattan,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,Mañana,Invierno
17892,2,5,Lower Manhattan,28,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,Mañana,Invierno
17893,1,5,Lower Manhattan,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,Mañana,Invierno
17894,1,5,Lower Manhattan,70,3.25,Bakery,Scone,Cranberry Scone,Mañana,Invierno
17895,1,5,Lower Manhattan,47,3.0,Tea,Brewed Green tea,Serenity Green Tea Lg,Mañana,Invierno
17896,1,5,Lower Manhattan,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,Mañana,Invierno
17897,1,5,Lower Manhattan,24,3.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg,Mañana,Invierno
17898,2,5,Lower Manhattan,53,3.0,Tea,Brewed Chai tea,Traditional Blend Chai Lg,Mañana,Invierno
17899,2,5,Lower Manhattan,26,3.0,Coffee,Organic brewed coffee,Brazilian Rg,Mañana,Invierno
17900,2,5,Lower Manhattan,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,Mañana,Invierno
17901,1,5,Lower Manhattan,45,3.0,Tea,Brewed herbal tea,Peppermint Lg,Mañana,Invierno
17902,1,5,Lower Manhattan,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,Mañana,Invierno
17903,1,5,Lower Manhattan,75,3.5,Bakery,Pastry,Croissant,Mañana,Invierno
17904,2,5,Lower Manhattan,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,Mañana,Invierno
17905,2,8,Hell's Kitchen,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,Mañana,Invierno
17906,1,8,Hell's Kitchen,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,Mañana,Invierno
17907,1,5,Lower Manhattan,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,Mañana,Invierno
17908,2,8,Hell's Kitchen,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,Mañana,Invierno
17909,1,8,Hell's Kitchen,74,3.5,Bakery,Biscotti,Ginger Biscotti,Mañana,Invierno
17910,2,8,Hell's Kitchen,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,Mañana,Invierno
17911,2,5,Lower Manhattan,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,Mañana,Invierno
17912,2,5,Lower Manhattan,55,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,Mañana,Invierno
17913,2,5,Lower Manhattan,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,Mañana,Invierno
17914,1,8,Hell's Kitchen,39,4.25,Coffee,Barista Espresso,Latte Rg,Mañana,Invierno
17915,1,8,Hell's Kitchen,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,Mañana,Invierno
17916,1,8,Hell's Kitchen,26,3.0,Coffee,Organic brewed coffee,Brazilian Rg,Mañana,Invierno
17917,2,5,Lower Manhattan,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,Mañana,Invierno
17918,1,5,Lower Manhattan,75,3.5,Bakery,Pastry,Croissant,Mañana,Invierno
17919,1,5,Lower Manhattan,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,Mañana,Invierno
17920,2,5,Lower Manhattan,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,Mañana,Invierno
17921,1,8,Hell's Kitchen,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,Mañana,Invierno
17922,2,5,Lower Manhattan,47,3.0,Tea,Brewed Green tea,Serenity Green Tea Lg,Mañana,Invierno
17923,1,5,Lower Manhattan,69,3.25,Bakery,Biscotti,Hazelnut Biscotti,Mañana,Invierno
17924,1,8,Hell's Kitchen,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,Mañana,Invierno
17925,1,8,Hell's Kitchen,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,Mañana,Invierno
17926,1,5,Lower Manhattan,43,3.0,Tea,Brewed herbal tea,Lemon Grass Lg,Mañana,Invierno
17927,1,5,Lower Manhattan,75,3.5,Bakery,Pastry,Croissant,Mañana,Invierno
17928,2,8,Hell's Kitchen,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,Mañana,Invierno
17929,2,8,Hell's Kitchen,28,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,Mañana,Invierno
17930,1,5,Lower Manhattan,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,Mañana,Invierno
17931,1,8,Hell's Kitchen,32,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg,Mañana,Invierno
17932,1,8,Hell's Kitchen,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,Mañana,Invierno
17933,1,8,Hell's Kitchen,32,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg,Mañana,Invierno
17934,2,5,Lower Manhattan,32,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg,Mañana,Invierno
17935,1,8,Hell's Kitchen,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,Mañana,Invierno
17936,2,5,Lower Manhattan,22,2.0,Coffee,Drip coffee,Our Old Time Diner Blend Sm,Mañana,Invierno
17937,2,5,Lower Manhattan,55,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,Mañana,Invierno
17938,2,8,Hell's Kitchen,53,3.0,Tea,Brewed Chai tea,Traditional Blend Chai Lg,Mañana,Invierno
17939,1,8,Hell's Kitchen,39,4.25,Coffee,Barista Espresso,Latte Rg,Mañana,Invierno
17940,1,8,Hell's Kitchen,53,3.0,Tea,Brewed Chai tea,Traditional Blend Chai Lg,Mañana,Invierno
17941,2,5,Lower Manhattan,22,2.0,Coffee,Drip coffee,Our Old Time Diner Blend Sm,Mañana,Invierno
17942,2,8,Hell's Kitchen,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,Mañana,Invierno
17943,1,5,Lower Manhattan,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,Mañana,Invierno
17944,1,5,Lower Manhattan,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,Mañana,Invierno
17945,2,5,Lower Manhattan,51,3.0,Tea,Brewed Black tea,Earl Grey Lg,Mañana,Invierno
17946,1,5,Lower Manhattan,69,3.25,Bakery,Biscotti,Hazelnut Biscotti,Mañana,Invierno
17947,2,5,Lower Manhattan,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,Mañana,Invierno
17948,1,5,Lower Manhattan,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,Mañana,Invierno
17949,1,8,Hell's Kitchen,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,Mañana,Invierno
17950,1,8,Hell's Kitchen,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,Mañana,Invierno
17951,2,5,Lower Manhattan,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,Mañana,Invierno
17952,2,8,Hell's Kitchen,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,Mañana,Invierno
17953,1,8,Hell's Kitchen,39,4.25,Coffee,Barista Espresso,Latte Rg,Mañana,Invierno
17954,1,8,Hell's Kitchen,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,Mañana,Invierno
17955,2,8,Hell's Kitchen,38,3.75,Coffee,Barista Espresso,Latte,Mañana,Invierno
17956,1,5,Lower Manhattan,43,3.0,Tea,Brewed herbal tea,Lemon Grass Lg,Mañana,Invierno
17957,2,5,Lower Manhattan,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,Mañana,Invierno
17958,1,8,Hell's Kitchen,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,Mañana,Invierno
17959,2,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,Mañana,Invierno
17960,2,8,Hell's Kitchen,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,Mañana,Invierno
17961,2,5,Lower Manhattan,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,Mañana,Invierno
17962,2,8,Hell's Kitchen,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,Mañana,Invierno
17963,1,8,Hell's Kitchen,87,3.0,Coffee,Barista Espresso,Ouro Brasileiro shot,Mañana,Invierno
17964,1,5,Lower Manhattan,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,Mañana,Invierno
17965,1,8,Hell's Kitchen,47,3.0,Tea,Brewed Green tea,Serenity Green Tea Lg,Mañana,Invierno
17966,1,5,Lower Manhattan,30,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,Mañana,Invierno
17967,2,8,Hell's Kitchen,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,Mañana,Invierno
17968,1,5,Lower Manhattan,26,3.0,Coffee,Organic brewed coffee,Brazilian Rg,Mañana,Invierno
17969,1,8,Hell's Kitchen,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,Mañana,Invierno
17970,2,8,Hell's Kitchen,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,Mañana,Invierno
17971,1,8,Hell's Kitchen,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,Mañana,Invierno
17972,2,8,Hell's Kitchen,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,Mañana,Invierno
17973,1,8,Hell's Kitchen,79,3.75,Bakery,Scone,Jumbo Savory Scone,Mañana,Invierno
17974,2,8,Hell's Kitchen,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,Mañana,Invierno
17975,1,5,Lower Manhattan,55,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,Mañana,Invierno
17976,2,8,Hell's Kitchen,39,4.25,Coffee,Barista Espresso,Latte Rg,Mañana,Invierno
17977,2,5,Lower Manhattan,26,3.0,Coffee,Organic brewed coffee,Brazilian Rg,Mañana,Invierno
17978,1,5,Lower Manhattan,79,3.75,Bakery,Scone,Jumbo Savory Scone,Mañana,Invierno
17979,1,5,Lower Manhattan,28,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,Mañana,Invierno
17980,2,8,Hell's Kitchen,26,3.0,Coffee,Organic brewed coffee,Brazilian Rg,Mañana,Invierno
17981,1,8,Hell's Kitchen,73,3.75,Bakery,Pastry,Almond Croissant,Mañana,Invierno
17982,1,8,Hell's Kitchen,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,Mañana,Invierno
17983,1,8,Hell's Kitchen,49,3.0,Tea,Brewed Black tea,English Breakfast Lg,Mañana,Invierno
17984,2,5,Lower Manhattan,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,Mañana,Invierno
17985,1,8,Hell's Kitchen,87,3.0,Coffee,Barista Espresso,Ouro Brasileiro shot,Mañana,Invierno
17986,1,8,Hell's Kitchen,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,Mañana,Invierno
17987,1,5,Lower Manhattan,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,Mañana,Invierno
17988,2,8,Hell's Kitchen,24,3.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg,Mañana,Invierno
17989,2,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,Mañana,Invierno
17990,2,8,Hell's Kitchen,51,3.0,Tea,Brewed Black tea,Earl Grey Lg,Mañana,Invierno
17991,1,8,Hell's Kitchen,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,Mañana,Invierno
17992,2,8,Hell's Kitchen,40,3.75,Coffee,Barista Espresso,Cappuccino,Mañana,Invierno
17993,1,5,Lower Manhattan,53,3.0,Tea,Brewed Chai tea,Traditional Blend Chai Lg,Mañana,Invierno
17994,1,8,Hell's Kitchen,32,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg,Mañana,Invierno
17995,2,8,Hell's Kitchen,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,Mañana,Invierno
17996,1,8,Hell's Kitchen,69,3.25,Bakery,Biscotti,Hazelnut Biscotti,Mañana,Invierno
17997,1,8,Hell's Kitchen,32,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg,Mañana,Invierno
17998,1,8,Hell's Kitchen,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,Mañana,Invierno
17999,2,3,Astoria,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,Mañana,Invierno
18000,1,5,Lower Manhattan,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,Mañana,Invierno
18001,2,3,Astoria,53,3.0,Tea,Brewed Chai tea,Traditional Blend Chai Lg,Mañana,Invierno
18002,2,8,Hell's Kitchen,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,Mañana,Invierno
18003,2,3,Astoria,26,3.0,Coffee,Organic brewed coffee,Brazilian Rg,Mañana,Invierno
18004,2,5,Lower Manhattan,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,Mañana,Invierno
18005,1,3,Astoria,40,3.75,Coffee,Barista Espresso,Cappuccino,Mañana,Invierno
18006,1,3,Astoria,30,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,Mañana,Invierno
18007,1,5,Lower Manhattan,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,Mañana,Invierno
18008,2,8,Hell's Kitchen,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,Mañana,Invierno
18009,1,8,Hell's Kitchen,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,Mañana,Invierno
18010,1,8,Hell's Kitchen,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,Mañana,Invierno
18011,1,5,Lower Manhattan,38,3.75,Coffee,Barista Espresso,Latte,Mañana,Invierno
18012,2,3,Astoria,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,Mañana,Invierno
18013,2,5,Lower Manhattan,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,Mañana,Invierno
18014,1,3,Astoria,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,Mañana,Invierno
18015,1,8,Hell's Kitchen,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,Mañana,Invierno
18016,2,5,Lower Manhattan,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,Mañana,Invierno
18017,1,3,Astoria,49,3.0,Tea,Brewed Black tea,English Breakfast Lg,Mañana,Invierno
18018,1,3,Astoria,79,3.75,Bakery,Scone,Jumbo Savory Scone,Mañana,Invierno
18019,2,3,Astoria,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,Mañana,Invierno
18020,1,3,Astoria,69,3.25,Bakery,Biscotti,Hazelnut Biscotti,Mañana,Invierno
18021,2,8,Hell's Kitchen,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,Mañana,Invierno
18022,2,3,Astoria,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,Mañana,Invierno
